JobID,TaskID,start_time,end_time,duration
0,0_M1,1607007506.7411292,1607007506.8039615,0.06283235549926758
0,0_M0,1607007506.5496435,1607007507.6469436,1.0973000526428223
0,0_R1,1607007507.9152257,1607007509.8242304,1.9090046882629395
0,0_R0,1607007507.8673546,1607007511.2056644,3.3383097648620605
1,1_M0,1607007511.583773,1607007511.6795166,0.09574365615844727
1,1_M2,1607007511.9647546,1607007513.0707955,1.1060409545898438
1,1_M1,1607007511.9338381,1607007513.3410728,1.4072346687316895
1,1_M3,1607007512.2659495,1607007514.864261,2.598311424255371
1,1_R1,1607007515.2602012,1607007516.4501667,1.1899654865264893
1,1_R0,1607007514.9759626,1607007518.6566768,3.6807141304016113
2,2_M0,1607007519.2879882,1607007519.3986945,0.11070632934570312
2,2_R1,1607007519.680278,1607007519.744143,0.06386494636535645
2,2_R0,1607007519.7600658,1607007522.1219466,2.3618807792663574
3,3_M0,1607007522.5001118,1607007523.7369785,1.2368667125701904
3,3_M2,1607007523.007754,1607007524.1658335,1.1580793857574463
3,3_M1,1607007522.7713861,1607007526.495846,3.7244598865509033
3,3_R1,1607007526.922706,1607007527.6040509,0.6813449859619141
3,3_R0,1607007526.5756323,1607007529.9201076,3.344475269317627
4,4_M0,1607007530.3469872,1607007531.551883,1.2048957347869873
4,4_M1,1607007530.521535,1607007532.2679672,1.7464323043823242
4,4_R0,1607007532.599249,1607007532.6920013,0.09275245666503906
5,5_M0,1607007533.1966507,1607007536.4939148,3.2972640991210938
5,5_M1,1607007533.431024,1607007536.842981,3.411957025527954
5,5_R1,1607007537.065399,1607007537.5404046,0.4750056266784668
5,5_R0,1607007537.08137,1607007538.3831499,1.3017797470092773
6,6_M0,1607007539.001659,1607007539.0974026,0.09574365615844727
6,6_M3,1607007539.4454708,1607007540.1432533,0.6977825164794922
6,6_M2,1607007539.2709372,1607007540.42849,1.157552719116211
6,6_M1,1607007539.2709372,1607007540.696771,1.4258337020874023
6,6_R0,1607007540.77556,1607007544.061049,3.285489082336426
7,7_M0,1607007544.473944,1607007545.6439433,1.169999361038208
7,7_M1,1607007544.6315224,1607007546.894741,2.263218641281128
7,7_M2,1607007544.947677,1607007547.3874207,2.439743757247925
7,7_R0,1607007547.5284202,1607007549.823923,2.2955029010772705
7,7_R1,1607007547.860532,1607007551.1575077,3.296975612640381
8,8_M0,1607007551.4740298,1607007554.8513014,3.3772716522216797
8,8_R0,1607007555.0417902,1607007557.3269742,2.285183906555176
8,8_R1,1607007555.1206222,1607007558.481222,3.3605997562408447
